name;level;type;ritual;casting_time;casting_time_comment;range;components;components_comment;duration;duration_comment;discription
ElementalWeapon;3;transmutation;-;1 action;-;touch;V,S;-;1 hour;-;A n on m a gica l w ea pon you tou ch becom es a m a gicA n on m a gica l w ea pon you tou ch becom es a m a gicwea pon . Ch oose on e of the followin g da m age types:acid, cold, fire, lightning, or thunder. F or the duration,the wea pon has a +1 bon u s to attack rolls and dea ls anextra 1d4 da m age of the ch osen type w h en it hits.At Higher Levels. W h en you cast this spell u sin g aspell slot of 5th or 6th level, the bon u s to attack rollsin crea ses to +2 and the extra da m age in crea ses to2d4. W h en you u se a spell slot of 7th level or higher,the bon u s in crea ses to +3 and the extra dam agein crea ses to 3d4.
TransportviaPlants;6;conjuration;-;1 action;-;10 feet;V,S;-;1 round;-;Th is spell crea tes a m a gica l link between a Large orTh is spell crea tes a m a gica l link between a Large orlarger in anim ate plant within ran ge and an oth er plant,at any distance, on the sa m e plane of existen ce. Youm ust have seen or tou ch ed the destin ation plant at leaston ce before. F or the duration, any creatu re ca n step intothe target plant and exit from the destin ation plant byu sin g 5 feet of m ovem ent.
ModifyMemory;5;enchantment;-;1 action;-;30 feet;V,S;-;1 minutes;-;You attem pt to resh a pe an oth er crea tu res m em ories.You attem pt to resh a pe an oth er crea tu res m em ories.One crea tu re that you ca n see m ust m a ke a W isdomsaving throw. If you are fighting the creatu re, it hasadvantage on the saving throw. On a failed save, thetarget becom es ch a rm ed by you for the duration. Thech a rm ed target is in capacitated and u naware of itssu rrou n din gs, th ou gh it ca n still h ear you. If it takes anyda m age or is targeted by an oth er spell, this spell ends,and n on e of the targets m em ories are m odified.W h ile this ch a rm lasts, you ca n affect the ta rgetsm em ory of an event that it experien ced within the last24 h ou rs and that lasted n o m ore than 10 m inutes. Youca n perm anen tly elim inate all m em ory of the event,a llow the target to reca ll the event with perfect clarityand exactin g detail, ch a n ge its m em ory of the details ofthe event, or crea te a m em ory of som e oth er event.You m ust spea k to the target to descr ibe h owits m em ories are affected, and it m ust be able tounderstan d your language for the m odified m em ories totake root. Its m in d fills in any gaps in the details of yourdescription. If the spell en ds before you have fin ish eddescribin g the m odified m em ories, the crea tu resm em ory isnt altered. Oth erwise, the m odified m em oriestake h old w h en the spell ends.A m odified m em ory d oesn t n ecessa rily affect h ow acreatu re beh aves, particularly if the m em ory contradictsthe crea tu res natural in clinations, alignm ent, or beliefs.An illogica l m odified m em ory, su ch as im planting am em ory of h ow m u ch the crea tu re en joyed dou sin gitself in acid, is dism issed, perhaps as a bad dream . Th eDM m ight deem a m odified m em ory too n on sen sica l toaffect a crea tu re in a sign ifican t m anner.A  rem ove curse or  greater restoration spell cast on thetarget restores the crea tu res true m em ory.A t H igher L evels. If you cast this spell u sin g a spellslot of 6th level or higher, you can alter the ta rgetsm em ories of an event that took pla ce up to 7 days ago(6th level), 30 days ago (7th level), 1 year ago (8th level),or any tim e in the crea tu res past (9th level).
LesserRestoration;2;abjuration;-;1 action;-;touch;V,S;-;instant;-;You tou ch a crea tu re and ca n end either on e disea se orYou tou ch a crea tu re and ca n end either on e disea se oron e con dition afflicting it. Th e con dition ca n be blinded,dea fen ed, paralyzed, or poison ed.
Light;0;Evocation;-;1 action;-;touch;V,M;a firefly or ph osph orescen t m oss;1 hour;-;You tou ch on e object that is n o larger than 10 feet in anyYou tou ch on e object that is n o larger than 10 feet in anydim en sion . Until the spell ends, the object sh eds brightlight in a 20-foot radius and dim light for an additional20 feet. Th e light ca n be colored as you like. Com pletelycoverin g the object with som eth in g opa qu e block s thelight. Th e spell en ds if you cast it again or dism iss itas an action.If you target an object h eld or w orn by a h ostilecreatu re, that crea tu re m ust su cceed on a Dexteritysaving th row to avoid the spell.
MordenkainensSword;7;evocation;-;1 action;-;60 feet;V,S,M;a m iniature platinum sword witha grip and pom m el of copper and zinc, worth 250 gp;1 minutes;-;You create a sword-sh a ped plane of force that hoversYou create a sword-sh a ped plane of force that hoverswithin range. It lasts for the duration.W h en the sword appears, you m ake a m elee spellattack against a target of you r ch oice within 5 feet of thesword. On a hit. the target takes 3d10 for ce dam age.decide the visu al appea ra n ce of th ese servan ts and theirattire. Th ey are com pletely obedien t to you r orders.E a ch servant can perform any task a n orm al hum anservant cou ld perform , but they ca n t attack or takeany action that wou ld directly h arm an oth er creature.Th us the servan ts ca n fetch things, clean, m end, foldcloth es, light fires, serve food, pou r win e, and so on.Th e servants ca n go an ywh ere in the m a n sion butca n t leave it. F u rn ishin gs and oth er objects createdby this spell dissipate into sm oke if rem oved from them ansion . W h en the spell ends, any crea tu res insidethe extradim en sion al spa ce are expelled into the openspa ces n earest to the entrance.Until the spell ends, you ca n u se a bon u s action on eachof you r turns to m ove the sword up to 20 feet to a spotyou can see and repeat this attack against the sa m etarget or a different one.
ConjureWoodlandBeings;4;conjuration;-;1 action;-;60 feet;V,S,M;one holly berry percreatu re su m m on ed;1 hour;-;You su m m on fey crea tu res that appear in u n occu piedYou su m m on fey crea tu res that appear in u n occu piedspa ces that you can see within range. C h oose on e of thefollowin g option s for what appears:• One fey crea tu re of ch a llen ge rating 2 or lower• Two fey crea tu res of ch a llen ge rating 1 or lower• F our fey crea tu res of ch a llen ge rating 1/2 or lower• Eight fey crea tu res of challen ge rating 1/4 or lowerA su m m on ed creatu re disa ppea rs wh en it drops to 0 hitpoin ts or wh en the spell ends.The su m m on ed crea tu res are friendly to you and yourcom pa n ion s. Roll initiative for the su m m on ed creatu resas a group, which have their own turns. Th ey obey anyverbal com m a n ds that you issu e to th em (no actionrequ ired by you). If you dont issu e any com m a n ds tothem , they defen d th em selves from h ostile creatu res,but oth erwise take n o actions.Th e DM has the crea tu res statistics.A t H igher L evels. Wh en you cast this spell u singcertain higher level spell slots, you ch oose on e of thesu m m on in g option s above, and m ore crea tu res appear:tw ice as m any with a 6th level slot and th ree tim es asm any with an 8th level slot.
WordofRecall;6;conjuration;-;1 action;-;5 feet;V;-;instant;-;You and up to five willin g crea tu res within 5 feet of youYou and up to five willin g crea tu res within 5 feet of youinstantly teleport to a previously design ated sanctuary.You and any crea tu res that teleport with you appear inthe n earest u n occu pied spa ce to the spot you design atedwh en you prepared your sa n ctu ary (see below). If youcast this spell without first preparin g a sanctuary, thespell has n o effect.You m ust design ate a sa n ctu ary by castin g this spellwithin a location, su ch as a tem ple, dedica ted to orstron gly linked to you r deity. If you attem pt to cast thespell in this m a n n er in an area that isn t dedica ted toyou r deity, the spell h as n o effect.
Sending;3;evocation;-;1 action;-;Unlimited;V,S,M;a sh ort piece of fine copper wire;1 round;-;You sen d a sh ort m essa ge of twenty-five w ords orYou sen d a sh ort m essa ge of twenty-five w ords orless to a creatu re with wh ich you are fam iliar. Thecreatu re h ears the m essa ge in its m ind, r ecogn izesyou as the sen der if it k n ows you, and ca n a n swer in alike m a n n er im m ediately. Th e spell en ables crea tu reswith Intelligen ce scor es of at least 1 to understan d them ea n in g of your m essa ge.You can sen d the m essa ge a cr oss any dista n ce andeven to oth er planes of existence, but if the target is on adifferent plane than you, there is a 5 percen t ch a n ce thatthe m essa ge d oesn t arrive.
FogCloud;1;conjuration;-;1 action;-;120 feet;V,S;-;1 hour;-;You create a 20-foot-radiu s sph ere of fog cen tered on aYou create a 20-foot-radiu s sph ere of fog cen tered on apoin t within range. Th e sph ere sprea ds arou nd corn ers,and its area is heavily obscu red. It lasts for the durationor until a w in d of m odera te or greater speed (at least 10m iles per hour) disper ses it.A t H igher L evels. W h en you cast this spell u sin g aspell slot of 2nd level or higher, the radius of the fogin crea ses by 20 feet for ea ch slot level above 1st.
SwiftQuiver;5;transmutation;-;1 bonus action;-;touch;V,S,M;a quiver con ta in in g at least on epiece of am m unition;1 minutes;-;You transmute you r quiver so it produ ces an en dlessYou transmute you r quiver so it produ ces an en dlesssupply of n on m a gica l am m unition, wh ich seem s to leapinto you r hand wh en you reach for it.On each of you r turns until the spell ends, you can u sea bon u s action to m ake two attacks with a wea pon thatu ses am m u nition from the quiver. E a ch tim e you m akesu ch a ran ged attack, you r quiver m a gica lly r epla cesthe piece of am m u nition you u sed with a sim ilar pieceof n on m a gica l am m unition. Any pieces of am m unitioncreated by this spell disintegrate wh en the spell ends. Ifthe quiver lea ves your possession , the spell ends.
ConjureCelestial;7;conjuration;-;1 minute;-;90 feet;V,S;-;1 hour;-;You su m m on a celestial of ch a llen ge rating 4 or lower,You su m m on a celestial of ch a llen ge rating 4 or lower,wh ich appears in an u n occu pied spa ce that you can seewithin range. Th e celestial disappea rs wh en it drops to0 hit poin ts or wh en the spell ends.Th e celestial is friendly to you and your com pa n ion sfor the duration. Roll initiative for the celestial, wh ichhas its own turns. It obeys any verbal com m a n ds thatyou issu e to it (no action requ ired by you), as lon g asthey don t violate its alignm ent. If you don t issu e anycom m a n ds to the celestial, it defen ds itself from h ostilecrea tu res but oth erwise takes n o actions.Th e DM has the celestia ls statistics.A t H igher L evels. Wh en you cast this spell u sin g a9th level spell slot, you su m m on a celestial of challen gerating 5 or lower.
WardingBond;2;abjuration;-;1 action;-;touch;V,S,M;a pair of platinum rin gs worth atleast 50 gp each , w h ich you and the target m ust wea rfor the duration;1 hour;-;Th is spell wa rds a w illin g creatu re you tou ch andTh is spell wa rds a w illin g creatu re you tou ch andcrea tes a m ystic con n ection between you and the targetuntil the spell ends. W h ile the target is within 60 feet ofyou, it gain s a +1 bon u s to AC an d saving th rows, andit has resistan ce to all dam age. Also, ea ch tim e it takesda m age, you take the sa m e am ount of dam age.Th e spell en ds if you drop to 0 hit poin ts or if youand the target becom e separated by m ore than 60 feet.It a lso en ds if the spell is cast again on either of thecon n ected creatu res. You can also dism iss the spellas an action.
FindFamiliar;1;conjuration;True;1 hour;-;10 feet;V,S,M;10 gp worth of ch a rcoal,in cen se, and h erbs that m ust be con su m ed by fire in abrass brazier;instant;-;You gain the ser vice of a fam iliar, a spirit that takes anYou gain the ser vice of a fam iliar, a spirit that takes anan im al form you ch oose: bat, cat, crab, frog (toad), hawk,lizard, octopu s, owl, poison ou s snake, fish (quipper),rat, raven, sea h orse, spider, or weasel. Appea rin g inan u n occu pied spa ce within range, the fam iliar has thestatistics of the ch osen form , th ou gh it is a celestial, fey,or fiend (you r ch oice) in stead of a beast.Your fam iliar acts in depen den tly of you, but it alwaysobeys you r com m a n ds. In com ba t, it rolls its owninitiative and acts on its own turn. A fam iliar ca n tattack, but it can take oth er action s as norm al.W h en the fam iliar dr ops to 0 hit poin ts, it disappears,leavin g beh in d n o ph ysical form . It reappea rs after youcast this spell againW h ile your fam iliar is within 100 feet of you, youcan com m u n ica te with it telepathically. Additionally,as an action, you ca n see th rou gh your fa m ilia rs eyesand h ear what it hears until the start of your next turn,gain in g the benefits of any specia l sen ses that thefam iliar has. Du rin g this tim e, you are dea f and blindwith regard to you r own sen ses.As an action, you can tem porarily dism iss yourfam iliar. It disa ppea rs into a pocket dim en sion wh ere itawaits your su m m on s. Alternatively, you can dism iss itforever. As an action w h ile it is tem porarily dism issed,you can ca u se it to rea ppea r in any u n occu pied spa cewithin 30 feet of you.You ca n t have m ore than on e fam iliar at a tim e. If youcast this spell while you already have a fam iliar, youinstead ca u se it to adopt a n ew form . C h oose on e of theform s from the above list. Your fam iliar tran sform s intothe ch osen creature.Finally, wh en you cast a spell with a ran ge of touch,you r fam iliar can deliver the spell as if it had cast thespell. Your fam iliar m ust be within 100 feet of you, andit m ust u se its reaction to deliver the spell wh en you castit. If the spell requ ires an attack roll, you u se you r attackm odifier for the roll.
Harm;6;necromancy;-;1 action;-;60 feet;V,S;-;instant;-;You u n lea sh a virulent disea se on a creatu re thatYou u n lea sh a virulent disea se on a creatu re thatyou ca n see within range. Th e target m ust m ake aConstitution saving throw. On a failed save, it takes14d6 n ecrotic dam age, or h a lf as m u ch da m age on asu ccessfu l save. Th e da m age ca n t redu ce the targetshit poin ts below 1. If the target fails the saving throw,its hit point m a xim u m is redu ced for 1 h ou r by anam ount equ al to the n ecrotic da m age it took. An y effectthat rem oves a disea se allows a crea tu res hit pointm a xim u m to return to n orm al before that tim e pa sses.
FireBolt;0;Evocation;-;1 action;-;120 feet;V,S;-;instant;-;You hurl a m ote of fire at a creatu re or object withinYou hurl a m ote of fire at a creatu re or object withinrange. Make a ran ged spell attack against thetarget. On a hit, the target takes 1d10 fire dam age. Aflam m able object hit by this spell ignites if it isnt bein gworn or carried.Th is spells da m age in cr ea ses by 1d10 wh en you reach5th level (2d10), 11th level (3d10), and 17th level (4d10).
FalseLife;1;necromancy;-;1 action;-;self;V,S,M;a sm all am ount of a lcoh ol ordistilled spirits;1 hour;-;Bolsterin g you r self with a n ecrom a n tic fa csim ile of life,Bolsterin g you r self with a n ecrom a n tic fa csim ile of life,you gain 1d4 + 4 tem pora ry hit poin ts for the duration.A t H igher L evels. W h en you cast this spell u sin g aspell slot of 2nd level or higher, you gain 5 additionaltem pora ry hit poin ts for ea ch slot level above 1st.
CreateUndead;6;necromancy;-;1 minute;-;10 feet;V,S,M;one clay pot filled with grave dirt,on e clay pot filled with brackish water, and on e 150 gpblack on yx stone for each corpse;instant;-;You ca n cast this spell on ly at night. C h oose up to threeYou ca n cast this spell on ly at night. C h oose up to threecor p ses of M ediu m or Sm a ll h u m an oids within range.E a ch cor p se becom es a ghou l u nder you r control. (Th eDM has gam e statistics for th ese creatures.)As a bon u s action on ea ch of your turns, you canm entally com m a n d any creatu re you anim ated withthis spell if the creatu re is within 120 feet of you (if youcon trol m ultiple creatu res, you can com m a n d any or allof th em at the sa m e tim e, issu in g the sa m e com m a n d toea ch one). You decide what action the creatu re w ill takeand w h ere it will m ove du rin g its next turn, or you canissu e a general com m a n d, su ch as to guard a particularch a m ber or corridor. If you issu e n o com m a n ds, thecreatu re on ly defen ds itself against h ostile creatu res.On ce given an order, the crea tu re con tin u es to follow ituntil its task is com plete.Th e crea tu re is u nder you r con trol for 24 h ours,after w h ich it stops obeyin g any com m a n d you havegiven it. To m aintain con trol of the crea tu re for another24 h ours, you m ust cast this spell on the creatu rebefore the current 24-h ou r period ends. Th is u seof the spell rea sserts you r con trol over up to threecrea tu res you have anim ated with this spell, rather thananim ating n ew on es.A t H igher L evels. W h en you cast this spell u sin g a7th level spell slot, you ca n anim ate or rea ssert con trolover fou r gh ou ls. W h en you cast this spell u sin g an8th level spell slot, you ca n anim ate or rea ssert con trolover five gh ou ls or two ghasts or wigh ts. Wh en you castthis spell u sin g a 9th level spell slot, you can anim ate orrea ssert con trol over six ghou ls, th ree ghasts or wights,or two m u m m ies.
SpeakwithPlants;3;transmutation;-;1 action;-;self;V,S;-;10 minutes;-;You im bue plants within 30 feet of you with lim itedYou im bue plants within 30 feet of you with lim itedsen tien ce and anim ation, giving them the abilityto com m u n ica te with you and follow you r sim plecom m a n ds. You can qu estion plants about events in thespells area within the past day, gain in g in form ationabout crea tu res that have pa ssed, weather, and othercircu m sta n ces.You can a lso turn difficult terrain ca u sed by plantgrowth (such as thickets and u ndergrowth ) into ordin aryterrain that lasts for the duration. Or you ca n turnordin ary terrain wh ere plants are presen t into difficultterrain that lasts for the duration, cau sin g vin es andbra n ch es to hinder pu rsuers, for exam ple.P lants m ight be able to perform oth er tasks on yourbehalf, at the DM s discretion . Th e spell d oesn t enableplants to u proot th em selves and m ove about, but theyca n freely m ove bran ch es, tendrils, and stalks.If a plant creatu re is in the area, you ca n com m u n ica tewith it as if you sh ared a com m on language, but yougain n o m a gica l ability to in flu ence it.Th is spell ca n ca u se the plants created by the  entanglespell to release a restrain ed creature.
Temperature;-;-;-;-;-;-;-;-;-;-;Stage ConditionStage Condition1 Unbearable heat2 Hot3 Warm4 Cool5 Cold6 Arctic cold
Thaumaturgy;0;Transmutation;-;1 action;-;30 feet;V;-;1 minutes;-;You m a n ifest a m in or wonder, a sign of supernaturalYou m a n ifest a m in or wonder, a sign of supernaturalpower, with in range. You create on e of the followin gm a gica l effects within range:• Your voice boom s up to th ree tim es as lou d as n orm alfor 1 minute.• You ca u se flam es to flicker, brighten, dim , or ch a n gecolor for 1 minute.• You ca u se h a rm less trem ors in the grou n d for 1minute.• You create an in stan taneou s sou n d that origin atesfrom a poin t of your ch oice within range, su ch as arum ble of thunder, the cry of a raven, or om in ou swh ispers.• You in stan taneou sly ca u se an u n locked door or w in ­dow to fly open or slam shut.• You alter the a ppearan ce of you r eyes for 1 minute.If you cast this spell m ultiple tim es, you ca n have up toth ree of its 1-minute effects active at a tim e, and you candism iss su ch an effect as an action.
Hex;1;enchantment;-;1 bonus action;-;90 feet;V,S,M;the petrified eye of a newt;1 hour;-;You pla ce a cu rse on a crea tu re that you ca n see withinYou pla ce a cu rse on a crea tu re that you ca n see withinrange. Until the spell ends, you dea l an extra 1d6n ecrotic da m age to the target wh en ever you hit it withan attack. Also, ch oose on e ability wh en you cast thespell. Th e target has disadvantage on ability ch eck sm a de with the ch osen ability.If the target dr ops to 0 hit poin ts before this spellen ds, you ca n u se a bon u s action on a su bsequ en t turnof you rs to cu r se a n ew creature.A  rem ove curse cast on the target en ds this spell early.At Higher Levels. W h en you cast this spell u singa spell slot of 3rd or 4th level, you ca n m aintain yourcon cen tra tion on the spell for up to 8 h ours. W h en youu se a spell slot of 5th level or higher, you can m aintainyou r con cen tra tion on the spell for up to 24 hours.
ConjureMinorElementals;4;conjuration;-;1 minute;-;90 feet;V,S;-;1 hour;-;You su m m on elem entals that appear in u n occu piedYou su m m on elem entals that appear in u n occu piedspa ces that you can see with in range. You ch oose on ethe followin g option s for what appears:• One elem ental of ch a llen ge rating 2 or lower• Two elem entals of ch a llen ge rating 1 or lower• F our elem entals of ch a llen ge rating 1/2 or lower• Eight elem entals of ch a llen ge rating 1/4 or lower.An elem ental su m m on ed by this spell disappea rs whenit drops to 0 hit poin ts or wh en the spell ends.Th e su m m on ed crea tu res are friendly to you and yourcom pa n ion s. Roll initiative for the su m m on ed creatu resas a group, wh ich has its own turns. Th ey obey anyverbal com m a n ds that you issu e to them (no actionrequ ired by you). If you don t issu e any com m a n ds tothem , they defen d th em selves from h ostile creatu res,but oth erwise take n o actions.Th e DM h as the crea tu res statistics.A t H igher L evels. W h en you cast this spell u singcertain h igher level spell slots, you ch oose on e of thesu m m on in g option s above, and m ore crea tu res appear:tw ice as m any with a 6th level slot and th ree tim es asm any with an 8th level slot.
CloudofDaggers;2;conjuration;-;1 action;-;60 feet;V,S,M;a sliver of glass;1 minutes;-;You fill the air with spin n in g da ggers in a cu be 5 feet onYou fill the air with spin n in g da ggers in a cu be 5 feet oneach side, cen tered on a poin t you ch oose within range.A creatu re takes 4d4 slash in g da m age wh en it entersthe spells area for the first tim e on a turn or startsits turn there.A t H igher L evels. Wh en you cast this spell u sin g aspell slot of 3rd level or higher, the da m age in crea ses by2d4 for ea ch slot level above 2nd.
GreaterInvisibility;4;illusion;-;1 action;-;touch;V,S;-;1 minutes;-;You or a crea tu re you tou ch becom es invisible until theYou or a crea tu re you tou ch becom es invisible until thespell ends. An yth ing the target is w ea rin g or carryin g isinvisible as lon g as it is on the targets person .
GaseousForm;3;transmutation;-;1 action;-;touch;V,S,M;a bit of gauze and aw isp of sm oke;1 hour;-;You tran sform a willin g creatu re you touch, alon g withYou tran sform a willin g creatu re you touch, alon g witheveryth in g its wea rin g and carryin g, into a m isty clou dfor the duration. Th e spell ends if the creatu re dr ops to0 hit points. An in cor por ea l crea tu re isnt affected.W h ile in this form , the targets on ly m eth od ofm ovem en t is a flying speed of 10 feet. Th e target canenter and occu py the spa ce of an oth er creatu re. Thetarget has resistan ce to n on m a gica l dam age, and it hasadvantage on Strength, Dexterity, and Constitutionsaving th rows. Th e target can pa ss th rough sm all holes,n a rrow open in gs, and even m ere cra cks, th ou gh it treatsliquids as th ou gh they were solid su rfa ces. Th e targetcan t fall and rem ain s h overin g in the air even whenstun n ed or oth erwise incapacitated.W h ile in the form of a m isty clou d, the target ca n t talkor m anipulate objects, and any objects it w a s carryin g orh oldin g ca n t be dropped, used, or oth erwise interactedwith. Th e target ca n t attack or cast spells.
Weird;9;illusion;-;1 action;-;120 feet;V,S;-;concentration;['Duration: Con centration ', ' up to on e m inute'];Dra win g on the deepest fears of a grou p of creatu res,Dra win g on the deepest fears of a grou p of creatu res,you create illu sory crea tu res in their m inds, visibleon ly to them . E a ch crea tu re in a 30-foot-radiu ssph ere cen tered on a poin t of you r ch oice withinran ge m ust m ake a W isdom saving throw. On a failedsave, a crea tu re becom es frigh ten ed for the duration.Th e illusion ca lls on the crea tu res deepest fears,m a n ifestin g its worst n igh tm ares as an im placablethreat. At the start of ea ch of the frigh ten ed crea tu resturns, it m ust su cceed on a W isdom saving th row ortake 4 d10 psych ic dam age. On a su ccessfu l save, thespell en ds for that creature.
HeatMetal;2;transmutation;-;1 action;-;60 feet;V,S,M;a piece of iron and a flam e;1 minutes;-;C h oose a m anu factu red m etal object, su ch as a m etalC h oose a m anu factu red m etal object, su ch as a m etalwea pon or a suit of heavy or m ediu m m etal arm or, thatyou ca n see within range. You ca u se the object to glowred-hot. An y crea tu re in ph ysical con tact with the objecttakes 2d8 fire da m age wh en you cast the spell. Until thespell ends, you can u se a bon u s action on each of yoursu bsequ en t turns to ca u se this da m age again.If a crea tu re is h oldin g or w ea rin g the object andtakes the da m age from it, the crea tu re m ust su cceed ona Constitution saving th row or drop the object if it can. Ifit d oesn t drop the object, it has disadvantage on attackrolls and ability ch eck s until the start of you r next turn.A t H igher L evels. W h en you cast this spell u sin g aspell slot of 3rd level or higher, the da m age in crea ses by1d8 for ea ch slot level above 2nd.
Shatter;2;evocation;-;1 action;-;60 feet;V,S,M;a chip of m ica;instant;-;A su dden lou d rin gin g n oise, painfu lly intense, eruptsA su dden lou d rin gin g n oise, painfu lly intense, eruptsfrom a poin t of you r ch oice within range. E a ch creatu rein a 10-foot-radius sph ere cen tered on that poin t mustm ake a Constitution saving throw. A creatu re takes3d8 thunder da m a ge on a failed save, or h a lf as m u chda m age on a su ccessfu l one. A creatu re m a de ofin organ ic m aterial su ch as stone, crystal, or m etal hasdisadvantage on this saving throw.A n on m a gica l object that isn t bein g w orn or carriedalso takes the da m age if its in the spells area.A t H igher L evels. Wh en you cast this spell u sin g aspell slot of 3rd level or higher, the da m age in crea ses by1d8 for each slot level above 2nd.
ProtectionfromPoison;2;abjuration;-;1 action;-;touch;V,S;-;1 round;-;You tou ch a creatu re. If it is poison ed, you neutralize theYou tou ch a creatu re. If it is poison ed, you neutralize thepoison . If m ore than on e poison afflicts the target, youneutralize on e poison that you k n ow is present, or youneutralize on e at ran dom .F or the duration, the target has advantage on savingth rows against bein g poison ed, and it h as resista n ce topoison dam age.
DivineWord;7;evocation;-;1 bonus action;-;30 feet;V;-;instant;-;You utter a divine word, im bu ed with the power thatYou utter a divine word, im bu ed with the power thatsh aped the world at the dawn of creation. C h oose anyn u m ber of crea tu res you ca n see within range. E achcreature that can h ear you m ust m ake a Ch arism asaving throw. On a failed save, a creatu re su ffers aneffect ba sed on its current hit points:• 50 hit points or fewer: dea fen ed for 1 m inute• 40 hit points or fewer: dea fen ed and blin ded for 10m inutes• 30 hit poin ts or fewer: blinded, deafened, and stun n edfor 1 h our• 20 hit poin ts or fewer: killed instantlyRega rdless of its current hit points, a celestial, anelem ental, a fey, or a fiend that fails its save is forcedba ck to its plane of origin (if it isn t there already) andca n t return to your curren t plane for 24 h ou rs by anym ea n s sh ort of a  wish spell.
Silence;2;illusion;True;1 action;-;120 feet;V,S;-;concentration;['Duration: Concentration', ' up to 10 m inutes'];F or the duration, n o sou n d ca n be crea ted within orF or the duration, n o sou n d ca n be crea ted within orpa ss th rough a 20-foot-radiu s sph ere centered on apoin t you ch oose within range. An y crea tu re or objectentirely in side the sph ere is im m u n e to thunder dam age,and crea tu res are dea fen ed wh ile entirely in side it.Casting a spell that in clu des a verbal com pon en t isim possible there.
MassHeal;9;conjuration;-;1 action;-;60 feet;V,S;-;instant;-;A flood of h ealin g en ergy flows from you into injuredA flood of h ealin g en ergy flows from you into injuredcrea tu res arou nd you. You restore up to 700 hit points,divided as you ch oose am on g any n u m ber of crea tu resthat you ca n see with in range. Creatures h ealed bythis spell are also cu red of all disea ses and any effectm a kin g them blin ded or dea fen ed. Th is spell h as n oeffect on undead or con stru cts.
LightningArrow;3;transmutation;-;1 bonus action;-;self;V,S;-;1 minutes;-;Th e next tim e you m ake a ran ged w ea pon attack duringTh e next tim e you m ake a ran ged w ea pon attack duringthe spells duration, the w ea pon s am m unition, or thew ea pon itself if its a th rown weapon , tran sform s intoa bolt of lightning. Make the attack roll as norm al. Thetarget takes 4d8 lightning da m age on a hit, or h a lfas m u ch da m age on a m iss, instead of the w ea pon sn orm al dam age.W h eth er you hit or m iss, ea ch creatu re within 10 feetof the target m ust m ake a Dexterity saving throw. E achof th ese crea tu res takes 2d8 lightning da m age on afailed save, or h alf as m u ch da m age on a su ccessfu l one.Th e piece of am m u nition or w ea pon then retu rn s toits n orm al form .A t H igher L evels. W h en you cast this spell u sin g aspell slot of 4th level or higher, the da m age for botheffects of the spell in cr ea ses by 1d8 for ea ch slotlevel above 3rd.
Glibness;8;transmutation;-;1 action;-;self;V;-;1 hour;-;Until the spell ends, wh en you m ake a Ch arism aUntil the spell ends, wh en you m ake a Ch arism ach eck, you ca n repla ce the n u m ber you roll with a 15.Additionally, n o m atter what you say, m a gic that wou lddeterm ine if you are telling the truth in dicates that youare bein g truthful.
BigbysHand;5;evocation;-;1 action;-;120 feet;V,S,M;an eggsh ell and asn akeskin glove;1 minutes;-;You crea te a Large hand of sh im m erin g, translucentYou crea te a Large hand of sh im m erin g, translucentforce in an u n occu pied spa ce that you ca n see withinrange. Th e hand lasts for the spells duration, and itm oves at you r com m a n d, m im ickin g the m ovem en ts ofyou r own hand.Th e hand is an object that has AC 20 and hit pointsequ al to you r hit poin t m a xim u m . If it dr ops to 0 hitpoints, the spell ends. It has a Stren gth of 26 (+8) and aDexterity of 10 (+0). Th e hand d oesn t fill its space.W h en you cast the spell and as a bon u s action on yoursu bsequ en t turns, you ca n m ove the hand up to 60 feetand then ca u se on e of the followin g effects with it.Clenched Fist. Th e hand strikes on e creatu re orobject with in 5 feet of it. Make a m elee spell attack forthe hand u sin g you r gam e statistics. On a hit, the targettakes 4d8 for ce dam age.Forceful Hand. Th e hand attem pts to pu sh a creaturewithin 5 feet of it in a direction you ch oose. Makea ch eck with the h an ds Stren gth con tested by theStren gth (Athletics) ch eck of the target. If the target isMediu m or sm aller, you have advantage on the ch eck. Ifyou su cceed, the hand pu sh es the target up to 5 feet plusa n u m ber of feet equ al to five tim es you r spellcastin gability m odifier. Th e hand m oves with the target torem ain within 5 feet of it.Grasping Hand. Th e hand attem pts to grapple a H ugeor sm aller crea tu re within 5 feet of it. You u se the h an dsStren gth scor e to resolve the grapple. If the target isM ediu m or sm aller, you have advantage on the ch eck.W h ile the hand is grapplin g the target, you ca n u se abon u s action to have the hand cru sh it. W h en you doso, the target takes blu dgeon in g da m age equ al to 2d6 +you r spellcastin g ability m odifier.Interposing Hand. Th e hand in terposes itselfbetween you and a creatu re you ch oose until you givethe hand a different com m a n d. Th e hand m oves to staybetween you and the target, providin g you with h alfcover against the target. Th e target can t m ove th roughthe h an ds spa ce if its Stren gth scor e is less than orequ al to the h an ds Stren gth scor e. If its Stren gth scor eis h igh er than the h an ds Stren gth score, the target canm ove toward you th rou gh the h an ds spa ce, but thatspa ce is difficult terrain for the target.At Higher Levels. Wh en you cast this spell u sin g aspell slot of 6th level or higher, the da m age from theclen ch ed fist option in crea ses by 2d8 and the da m agefrom the graspin g hand in crea ses by 2d6 for each slotlevel above 5th.
